longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,avg_rooms,avg_bedrooms,avg_household_size
-118.25,34.0,36.0,1033.0,267.0,1112.0,229.0,1.7237,105800.0,<1H OCEAN,0.9289568345323741,0.24010791366906475,4.85589519650655
-118.25,34.0,36.0,1176.0,309.0,1267.0,292.0,1.6382,105000.0,<1H OCEAN,0.9281767955801105,0.24388318863456984,4.339041095890411
-118.25,34.0,32.0,1218.0,342.0,1292.0,304.0,1.5781,102900.0,<1H OCEAN,0.9427244582043344,0.2647058823529412,4.25
-118.25,34.0,41.0,1768.0,475.0,1721.0,474.0,1.303,90400.0,<1H OCEAN,1.0273097036606624,0.2760023242300988,3.630801687763713
-118.25,34.0,34.0,1905.0,552.0,2194.0,521.0,1.4792,95800.0,<1H OCEAN,0.8682771194165907,0.2515952597994531,4.211132437619962
-118.24,34.0,23.0,588.0,157.0,716.0,173.0,1.2056,87500.0,<1H OCEAN,0.8212290502793296,0.21927374301675978,4.138728323699422
-118.24,34.0,43.0,863.0,206.0,788.0,187.0,0.9463,95000.0,<1H OCEAN,1.0951776649746192,0.2614213197969543,4.213903743315508
-118.25,34.0,29.0,1419.0,363.0,1696.0,317.0,2.2813,101300.0,<1H OCEAN,0.8366745283018868,0.21403301886792453,5.350157728706624
-118.24,34.0,38.0,1715.0,414.0,1714.0,389.0,1.7132,108200.0,<1H OCEAN,1.000583430571762,0.24154025670945156,4.406169665809768
-118.24,33.99,44.0,448.0,116.0,504.0,96.0,1.875,98600.0,<1H OCEAN,0.8888888888888888,0.23015873015873015,5.25
-118.24,33.99,41.0,1425.0,372.0,1803.0,353.0,1.6731,88200.0,<1H OCEAN,0.7903494176372712,0.20632279534109818,5.1076487252124645
-118.25,33.99,42.0,2261.0,574.0,2496.0,527.0,1.5556,98500.0,<1H OCEAN,0.9058493589743589,0.2299679487179487,4.7362428842504745
-118.25,33.99,39.0,1274.0,319.0,1362.0,324.0,2.1793,107900.0,<1H OCEAN,0.9353891336270191,0.2342143906020558,4.203703703703703
-118.26,34.0,27.0,1611.0,479.0,1457.0,458.0,0.8941,91900.0,<1H OCEAN,1.1056966369251888,0.3287577213452299,3.1812227074235806
-118.26,34.0,37.0,2615.0,697.0,2484.0,630.0,1.9208,103400.0,<1H OCEAN,1.0527375201288245,0.2805958132045089,3.942857142857143
-118.27,34.0,40.0,2099.0,599.0,2311.0,529.0,1.852,101500.0,<1H OCEAN,0.9082648204240589,0.2591951536131545,4.368620037807183
-118.27,34.0,43.0,1638.0,434.0,1213.0,390.0,1.3403,110800.0,<1H OCEAN,1.350370981038747,0.3577906018136851,3.1102564102564103
-118.27,34.0,43.0,1258.0,381.0,1276.0,358.0,1.8917,106900.0,<1H OCEAN,0.9858934169278997,0.29858934169278994,3.564245810055866
-118.26,33.99,47.0,1865.0,465.0,1916.0,438.0,1.8242,95000.0,<1H OCEAN,0.9733820459290188,0.24269311064718163,4.3744292237442925
-118.26,33.99,36.0,2016.0,505.0,1807.0,464.0,1.6901,103500.0,<1H OCEAN,1.115661317100166,0.27946873270614275,3.894396551724138
-118.27,33.99,30.0,504.0,140.0,529.0,123.0,1.9531,100000.0,<1H OCEAN,0.9527410207939508,0.2646502835538752,4.300813008130081
-118.27,33.99,35.0,932.0,294.0,1153.0,282.0,1.4886,100000.0,<1H OCEAN,0.808326105810928,0.25498699045967044,4.088652482269503
-118.27,33.99,38.0,1407.0,447.0,1783.0,402.0,1.8086,97100.0,<1H OCEAN,0.7891194615816041,0.250701065619742,4.435323383084577
-118.28,34.01,46.0,441.0,167.0,621.0,144.0,1.8824,162500.0,<1H OCEAN,0.7101449275362319,0.2689210950080515,4.3125
-118.28,34.02,46.0,1098.0,426.0,1510.0,374.0,2.1382,156300.0,<1H OCEAN,0.7271523178807947,0.28211920529801326,4.037433155080214
-118.29,34.01,40.0,885.0,312.0,799.0,221.0,1.1667,143800.0,<1H OCEAN,1.1076345431789738,0.3904881101376721,3.6153846153846154
-118.3,34.01,48.0,4217.0,1095.0,3298.0,949.0,1.9152,122300.0,<1H OCEAN,1.2786537295330502,0.3320194057004245,3.475237091675448
-118.3,34.02,27.0,2190.0,626.0,1768.0,528.0,1.2446,103800.0,<1H OCEAN,1.23868778280543,0.35407239819004527,3.3484848484848486
-118.29,34.02,26.0,2001.0,582.0,2044.0,557.0,1.1563,118800.0,<1H OCEAN,0.9789628180039139,0.2847358121330724,3.6696588868940756
-118.3,34.02,42.0,2386.0,670.0,2327.0,661.0,1.6699,108000.0,<1H OCEAN,1.025354533734422,0.2879243661366566,3.520423600605144
-118.3,34.01,35.0,1147.0,290.0,818.0,281.0,1.7961,111700.0,<1H OCEAN,1.402200488997555,0.3545232273838631,2.911032028469751
-118.31,34.01,50.0,1463.0,354.0,912.0,293.0,1.7386,109400.0,<1H OCEAN,1.6041666666666667,0.3881578947368421,3.112627986348123
-118.31,34.02,41.0,1046.0,216.0,727.0,201.0,1.6667,116900.0,<1H OCEAN,1.43878954607978,0.297111416781293,3.616915422885572
-118.31,34.02,43.0,2255.0,533.0,1568.0,470.0,1.6955,115200.0,<1H OCEAN,1.438137755102041,0.3399234693877551,3.3361702127659574
-118.31,34.01,39.0,2073.0,566.0,1246.0,547.0,2.0417,117100.0,<1H OCEAN,1.6637239165329052,0.45425361155698235,2.2778793418647165
-118.31,34.02,46.0,2217.0,489.0,1227.0,448.0,1.6851,108800.0,<1H OCEAN,1.8068459657701712,0.39853300733496333,2.7388392857142856
-118.31,34.01,48.0,2544.0,532.0,1357.0,498.0,2.5263,121000.0,<1H OCEAN,1.8747236551215918,0.3920412675018423,2.7248995983935744
-118.31,34.01,52.0,2547.0,475.0,1417.0,444.0,1.8214,123200.0,<1H OCEAN,1.7974594213126323,0.3352152434721242,3.1914414414414414
-118.31,34.01,52.0,1793.0,350.0,1303.0,366.0,3.0759,123700.0,<1H OCEAN,1.3760552570990023,0.2686108979278588,3.560109289617486
-118.29,34.01,42.0,814.0,223.0,511.0,188.0,2.3942,123200.0,<1H OCEAN,1.5929549902152642,0.436399217221135,2.7180851063829787
-118.29,34.01,50.0,2238.0,673.0,2247.0,583.0,1.6505,125000.0,<1H OCEAN,0.9959946595460614,0.29951045838896306,3.8542024013722127
-118.3,34.0,52.0,1743.0,421.0,1206.0,384.0,1.6875,116000.0,<1H OCEAN,1.445273631840796,0.3490878938640133,3.140625
-118.3,34.01,52.0,1908.0,428.0,1271.0,394.0,2.5885,136200.0,<1H OCEAN,1.5011801730920535,0.3367427222659323,3.2258883248730963
-118.3,34.01,52.0,1444.0,343.0,1154.0,334.0,2.0625,134400.0,<1H OCEAN,1.2512998266897748,0.2972270363951473,3.4550898203592815
-118.28,34.01,34.0,2305.0,775.0,2450.0,740.0,1.7143,132000.0,<1H OCEAN,0.9408163265306122,0.3163265306122449,3.310810810810811
-118.28,34.0,46.0,1650.0,463.0,1992.0,458.0,2.3403,114100.0,<1H OCEAN,0.8283132530120482,0.232429718875502,4.349344978165939
-118.29,34.0,6.0,1487.0,468.0,1509.0,403.0,1.4639,112500.0,<1H OCEAN,0.9854208084824387,0.3101391650099404,3.7444168734491314
-118.29,34.01,39.0,751.0,207.0,1010.0,231.0,1.6036,137500.0,<1H OCEAN,0.7435643564356436,0.20495049504950494,4.372294372294372
-118.29,34.01,30.0,1385.0,518.0,1730.0,472.0,1.0539,142500.0,<1H OCEAN,0.8005780346820809,0.2994219653179191,3.6652542372881354
-118.28,34.01,50.0,2601.0,794.0,3080.0,770.0,1.8656,122900.0,<1H OCEAN,0.8444805194805195,0.2577922077922078,4.0
-118.28,34.0,43.0,713.0,245.0,880.0,237.0,1.2065,103600.0,<1H OCEAN,0.8102272727272727,0.2784090909090909,3.7130801687763713
-118.28,34.01,52.0,795.0,308.0,1118.0,275.0,1.2175,131300.0,<1H OCEAN,0.7110912343470484,0.27549194991055453,4.065454545454545
-118.28,34.01,48.0,483.0,190.0,775.0,188.0,2.3309,126600.0,<1H OCEAN,0.6232258064516129,0.24516129032258063,4.122340425531915
-118.28,34.0,38.0,3335.0,921.0,3612.0,887.0,2.125,118800.0,<1H OCEAN,0.9233111849390919,0.2549833887043189,4.072153325817362
-118.28,34.0,42.0,1534.0,417.0,1295.0,380.0,2.0938,119200.0,<1H OCEAN,1.1845559845559845,0.322007722007722,3.4078947368421053
-118.28,34.0,42.0,855.0,284.0,890.0,247.0,1.2778,112500.0,<1H OCEAN,0.9606741573033708,0.31910112359550563,3.603238866396761
-118.28,34.0,44.0,2636.0,725.0,2182.0,651.0,1.432,124000.0,<1H OCEAN,1.2080659945004584,0.33226397800183316,3.3517665130568357
-118.28,34.0,48.0,1514.0,376.0,1353.0,344.0,2.1607,96100.0,<1H OCEAN,1.1189948263118994,0.2779009608277901,3.933139534883721
-118.29,34.0,44.0,1753.0,387.0,1165.0,380.0,2.1354,105800.0,<1H OCEAN,1.5047210300429184,0.3321888412017167,3.0657894736842106
-118.29,34.0,41.0,1807.0,493.0,1731.0,471.0,1.2347,111700.0,<1H OCEAN,1.0439052570768341,0.2848064702484113,3.6751592356687897
-118.29,34.0,52.0,1319.0,295.0,898.0,271.0,2.7727,128600.0,<1H OCEAN,1.4688195991091315,0.3285077951002227,3.3136531365313653
-118.3,34.0,40.0,1131.0,281.0,859.0,230.0,1.1806,134600.0,<1H OCEAN,1.3166472642607683,0.32712456344586727,3.734782608695652
-118.3,34.0,52.0,1420.0,355.0,1080.0,353.0,1.5179,116100.0,<1H OCEAN,1.3148148148148149,0.3287037037037037,3.0594900849858355
-118.29,34.0,52.0,2579.0,494.0,1558.0,458.0,2.0809,109600.0,<1H OCEAN,1.6553273427471116,0.3170731707317073,3.4017467248908297
-118.3,34.0,52.0,1686.0,377.0,982.0,356.0,2.0958,116400.0,<1H OCEAN,1.7169042769857434,0.38391038696537677,2.758426966292135
-118.3,34.0,52.0,1296.0,246.0,853.0,238.0,3.05,111600.0,<1H OCEAN,1.5193434935521688,0.28839390386869873,3.5840336134453783
-118.31,34.0,52.0,1542.0,309.0,939.0,276.0,1.6892,129100.0,<1H OCEAN,1.6421725239616614,0.329073482428115,3.402173913043478
-118.3,34.0,52.0,1718.0,354.0,1026.0,312.0,2.0,128000.0,<1H OCEAN,1.6744639376218324,0.34502923976608185,3.2884615384615383
-118.31,34.0,52.0,1630.0,379.0,1413.0,405.0,1.933,120000.0,<1H OCEAN,1.1535739561217269,0.26822363765038926,3.488888888888889
-118.31,34.0,52.0,2709.0,642.0,1751.0,613.0,2.1116,122500.0,<1H OCEAN,1.5471159337521416,0.3666476299257567,2.856443719412724
-118.31,34.0,47.0,1551.0,362.0,1329.0,322.0,1.9792,116400.0,<1H OCEAN,1.1670428893905191,0.272385252069225,4.127329192546584
-118.31,33.99,48.0,2235.0,433.0,1363.0,433.0,1.6559,101400.0,<1H OCEAN,1.6397652237710931,0.3176815847395451,3.147806004618938
-118.31,33.99,47.0,1525.0,359.0,982.0,333.0,2.0915,126600.0,<1H OCEAN,1.5529531568228105,0.3655804480651731,2.948948948948949
-118.31,33.99,45.0,1489.0,339.0,791.0,316.0,2.2339,104800.0,<1H OCEAN,1.8824273072060682,0.42857142857142855,2.5031645569620253
-118.31,33.99,44.0,1703.0,358.0,789.0,249.0,1.7083,100000.0,<1H OCEAN,2.158428390367554,0.45373891001267425,3.1686746987951806
-118.29,33.99,46.0,2608.0,636.0,1766.0,596.0,1.5846,114800.0,<1H OCEAN,1.4767836919592299,0.36013590033975085,2.9630872483221475
-118.3,33.99,47.0,2637.0,588.0,1903.0,521.0,1.8317,96500.0,<1H OCEAN,1.3857067787703625,0.3089858118759853,3.652591170825336
-118.3,33.99,47.0,2212.0,533.0,1903.0,554.0,1.9853,101100.0,<1H OCEAN,1.162375197057278,0.28008407777193906,3.435018050541516
-118.28,33.99,46.0,2577.0,703.0,2446.0,687.0,1.275,98300.0,<1H OCEAN,1.053556827473426,0.2874080130825838,3.5604075691411934
-118.29,33.99,46.0,2198.0,530.0,2067.0,497.0,2.0542,103400.0,<1H OCEAN,1.0633768746976293,0.2564102564102564,4.158953722334004
-118.28,33.99,52.0,1283.0,342.0,1363.0,329.0,2.5848,101900.0,<1H OCEAN,0.9413059427732942,0.2509170946441673,4.142857142857143
-118.28,33.99,49.0,2174.0,481.0,1861.0,484.0,1.7159,95000.0,<1H OCEAN,1.1681891456206341,0.2584631918323482,3.8450413223140494
-118.28,33.99,46.0,1211.0,321.0,1153.0,282.0,1.7849,99300.0,<1H OCEAN,1.0503035559410234,0.27840416305290544,4.088652482269503
-118.32,34.01,52.0,3104.0,645.0,1498.0,581.0,2.6667,128000.0,<1H OCEAN,2.0720961281708945,0.43057409879839786,2.5783132530120483
-118.32,34.02,50.0,1655.0,256.0,672.0,260.0,4.2554,194300.0,<1H OCEAN,2.462797619047619,0.38095238095238093,2.5846153846153848
-118.32,34.02,48.0,1949.0,308.0,823.0,340.0,3.3906,189700.0,<1H OCEAN,2.3681652490886997,0.37424058323207776,2.4205882352941175
-118.32,34.01,50.0,1842.0,377.0,817.0,341.0,3.1548,157700.0,<1H OCEAN,2.254589963280294,0.4614443084455324,2.3958944281524928
-118.32,34.01,47.0,1745.0,371.0,1079.0,368.0,2.4022,123400.0,<1H OCEAN,1.6172381835032437,0.3438368860055607,2.932065217391304
-118.33,34.02,46.0,2223.0,361.0,968.0,373.0,4.26,182600.0,<1H OCEAN,2.2964876033057853,0.37293388429752067,2.5951742627345844
-118.33,34.01,47.0,1320.0,259.0,653.0,291.0,3.7727,193000.0,<1H OCEAN,2.021439509954058,0.39663093415007655,2.2439862542955327
-118.33,34.02,42.0,2043.0,378.0,869.0,416.0,3.5,181100.0,<1H OCEAN,2.3509781357882624,0.43498273878020716,2.0889423076923075
-118.32,34.01,44.0,4032.0,913.0,1622.0,848.0,2.4934,165800.0,<1H OCEAN,2.4858199753390875,0.56288532675709,1.9127358490566038
-118.33,34.01,43.0,2227.0,564.0,956.0,472.0,2.0217,187500.0,<1H OCEAN,2.329497907949791,0.5899581589958159,2.0254237288135593
-118.33,34.01,44.0,1762.0,463.0,786.0,445.0,1.9231,188500.0,<1H OCEAN,2.241730279898219,0.589058524173028,1.7662921348314606
-118.33,34.01,44.0,2182.0,492.0,878.0,493.0,1.9631,181300.0,<1H OCEAN,2.4851936218678814,0.5603644646924829,1.7809330628803246
-118.32,34.0,50.0,3250.0,693.0,2300.0,675.0,1.95,112600.0,<1H OCEAN,1.4130434782608696,0.30130434782608695,3.4074074074074074
-118.32,34.0,50.0,2189.0,460.0,1097.0,469.0,2.4583,120900.0,<1H OCEAN,1.9954421148587056,0.4193254329990884,2.3390191897654584
-118.33,34.0,47.0,1671.0,388.0,895.0,317.0,2.2054,121500.0,<1H OCEAN,1.8670391061452514,0.4335195530726257,2.823343848580442
-118.33,34.0,47.0,825.0,187.0,416.0,173.0,2.3333,133300.0,<1H OCEAN,1.9831730769230769,0.4495192307692308,2.4046242774566475
-118.33,34.0,24.0,873.0,320.0,529.0,308.0,0.9304,151600.0,<1H OCEAN,1.6502835538752363,0.6049149338374291,1.7175324675324675
-118.32,33.99,43.0,2028.0,479.0,1074.0,394.0,2.5909,98700.0,<1H OCEAN,1.888268156424581,0.44599627560521415,2.7258883248730963
-118.32,33.99,49.0,1407.0,269.0,889.0,283.0,1.9779,114200.0,<1H OCEAN,1.5826771653543308,0.3025871766029246,3.1413427561837457
-118.33,33.99,44.0,1918.0,387.0,1041.0,364.0,2.8542,126500.0,<1H OCEAN,1.8424591738712777,0.37175792507204614,2.85989010989011
-118.33,33.99,46.0,1582.0,315.0,777.0,286.0,3.2083,149600.0,<1H OCEAN,2.036036036036036,0.40540540540540543,2.7167832167832167
-118.34,33.99,48.0,2009.0,335.0,919.0,297.0,4.8125,170500.0,<1H OCEAN,2.186071817192601,0.3645266594124048,3.0942760942760943
-118.32,33.99,48.0,1260.0,284.0,791.0,280.0,2.1875,115200.0,<1H OCEAN,1.592920353982301,0.359039190897598,2.825
-118.32,33.99,43.0,1257.0,232.0,735.0,232.0,3.7167,108900.0,<1H OCEAN,1.7102040816326531,0.31564625850340133,3.168103448275862
-118.33,33.99,43.0,2224.0,550.0,1598.0,545.0,2.8274,122500.0,<1H OCEAN,1.3917396745932415,0.344180225281602,2.932110091743119
-118.34,33.99,46.0,1217.0,322.0,662.0,305.0,3.1731,140300.0,<1H OCEAN,1.838368580060423,0.486404833836858,2.1704918032786886
-118.32,33.98,47.0,949.0,210.0,574.0,217.0,2.175,114700.0,<1H OCEAN,1.6533101045296168,0.36585365853658536,2.6451612903225805
-118.32,33.98,40.0,1298.0,277.0,791.0,255.0,3.2344,104300.0,<1H OCEAN,1.640960809102402,0.3501896333754741,3.1019607843137256
-118.32,33.98,47.0,1528.0,331.0,864.0,308.0,1.9732,101000.0,<1H OCEAN,1.7685185185185186,0.38310185185185186,2.8051948051948052
-118.32,33.98,46.0,1611.0,339.0,921.0,314.0,3.0833,103300.0,<1H OCEAN,1.749185667752443,0.36807817589576547,2.93312101910828
-118.33,33.98,28.0,3889.0,1199.0,3121.0,1046.0,1.8806,113900.0,<1H OCEAN,1.2460749759692407,0.38417173982697855,2.9837476099426388
-118.33,33.98,32.0,1784.0,489.0,1472.0,476.0,1.6477,108900.0,<1H OCEAN,1.2119565217391304,0.33220108695652173,3.092436974789916
-118.33,33.98,38.0,3063.0,796.0,2153.0,721.0,1.8472,149100.0,<1H OCEAN,1.4226660473757549,0.3697166744078031,2.986130374479889
-118.34,33.99,48.0,2225.0,433.0,1170.0,401.0,2.9643,140400.0,<1H OCEAN,1.9017094017094016,0.3700854700854701,2.917705735660848
-118.34,33.98,46.0,2126.0,409.0,1292.0,414.0,2.9315,149000.0,<1H OCEAN,1.6455108359133126,0.31656346749226005,3.1207729468599035
-118.35,33.99,47.0,2183.0,380.0,927.0,371.0,4.9531,180100.0,<1H OCEAN,2.3549083063646172,0.4099244875943905,2.498652291105121
-118.35,33.98,47.0,2512.0,461.0,1082.0,426.0,3.8235,207600.0,<1H OCEAN,2.321626617375231,0.42606284658040666,2.539906103286385
-118.34,33.99,34.0,397.0,132.0,250.0,121.0,1.675,166700.0,<1H OCEAN,1.588,0.528,2.0661157024793386
-118.32,33.98,44.0,1448.0,314.0,861.0,310.0,2.2396,108600.0,<1H OCEAN,1.6817653890824622,0.36469221835075494,2.7774193548387096
-118.32,33.97,52.0,1778.0,320.0,795.0,279.0,3.5114,138800.0,<1H OCEAN,2.2364779874213836,0.4025157232704403,2.849462365591398
-118.32,33.98,49.0,1412.0,333.0,901.0,328.0,1.7067,118600.0,<1H OCEAN,1.5671476137624862,0.36958934517203107,2.7469512195121952
-118.33,33.98,30.0,3112.0,931.0,2739.0,841.0,1.6531,118500.0,<1H OCEAN,1.136181087988317,0.3399050748448339,3.256837098692033
-118.33,33.97,44.0,2526.0,579.0,1423.0,573.0,2.5363,158800.0,<1H OCEAN,1.7751229796205201,0.40688685874912156,2.4834205933682374
-118.33,33.97,47.0,1830.0,369.0,922.0,377.0,4.1635,156400.0,<1H OCEAN,1.9848156182212582,0.4002169197396963,2.4456233421750664
-118.36,34.02,46.0,3745.0,798.0,1502.0,808.0,3.8643,195800.0,<1H OCEAN,2.493342210386152,0.5312916111850865,1.858910891089109
-118.36,34.01,33.0,3140.0,466.0,1214.0,464.0,6.5044,350400.0,<1H OCEAN,2.5864909390444812,0.38385502471169686,2.6163793103448274
-118.37,34.02,33.0,2263.0,430.0,900.0,382.0,4.4028,246800.0,<1H OCEAN,2.5144444444444445,0.4777777777777778,2.356020942408377
-118.38,34.02,31.0,1893.0,450.0,819.0,426.0,4.3077,140600.0,<1H OCEAN,2.311355311355311,0.5494505494505495,1.9225352112676057
-118.33,34.02,11.0,1249.0,313.0,625.0,336.0,0.8702,170500.0,<1H OCEAN,1.9984,0.5008,1.8601190476190477
-118.34,34.01,35.0,1359.0,359.0,655.0,341.0,2.5568,312500.0,<1H OCEAN,2.0748091603053433,0.5480916030534351,1.9208211143695015
-118.34,34.01,37.0,4291.0,1102.0,1941.0,953.0,1.7945,106300.0,<1H OCEAN,2.2107161257083976,0.5677485832045337,2.036726128016789
-118.34,34.01,38.0,2318.0,735.0,1407.0,702.0,1.6187,266700.0,<1H OCEAN,1.6474769012082444,0.5223880597014925,2.0042735042735043
-118.34,34.02,44.0,1527.0,246.0,608.0,245.0,4.0357,187800.0,<1H OCEAN,2.5115131578947367,0.40460526315789475,2.4816326530612245
-118.35,34.02,34.0,3978.0,1073.0,2725.0,1035.0,1.7622,167900.0,<1H OCEAN,1.4598165137614678,0.39376146788990823,2.632850241545894
-118.35,34.02,34.0,5218.0,1576.0,3538.0,1371.0,1.5143,118800.0,<1H OCEAN,1.4748445449406444,0.44544940644431885,2.5805981035740335
-118.35,34.02,27.0,3358.0,1069.0,2415.0,956.0,1.4589,87500.0,<1H OCEAN,1.3904761904761904,0.4426501035196687,2.526150627615063
-118.35,34.01,33.0,3246.0,601.0,1585.0,603.0,3.6629,353200.0,<1H OCEAN,2.04794952681388,0.37917981072555207,2.628524046434494
-118.35,34.0,28.0,3085.0,621.0,1162.0,558.0,3.25,301000.0,<1H OCEAN,2.6549053356282273,0.5344234079173839,2.082437275985663
-118.28,33.99,35.0,1138.0,304.0,1128.0,311.0,1.8818,100000.0,<1H OCEAN,1.0088652482269505,0.2695035460992908,3.627009646302251
-118.28,33.99,37.0,1971.0,513.0,1673.0,464.0,1.4625,103000.0,<1H OCEAN,1.1781231320980274,0.3066347878063359,3.605603448275862
-118.29,33.99,39.0,979.0,235.0,857.0,236.0,2.5547,108900.0,<1H OCEAN,1.1423570595099184,0.2742123687281214,3.6313559322033897
-118.29,33.98,41.0,1582.0,416.0,1422.0,370.0,1.0516,108300.0,<1H OCEAN,1.1125175808720114,0.29254571026722925,3.843243243243243
-118.29,33.99,43.0,1902.0,398.0,1153.0,363.0,1.9375,112900.0,<1H OCEAN,1.6496097137901127,0.34518647007805725,3.1763085399449036
-118.3,33.99,44.0,1458.0,326.0,1159.0,283.0,1.1645,98200.0,<1H OCEAN,1.2579810181190683,0.2812769628990509,4.095406360424028
-118.3,33.99,43.0,1534.0,384.0,1231.0,329.0,2.5437,94500.0,<1H OCEAN,1.2461413484971569,0.31194151096669376,3.7416413373860182
-118.3,33.98,44.0,1597.0,388.0,902.0,321.0,1.9556,93300.0,<1H OCEAN,1.770509977827051,0.43015521064301554,2.809968847352025
-118.3,33.99,45.0,1701.0,452.0,1484.0,427.0,1.84,91400.0,<1H OCEAN,1.1462264150943395,0.3045822102425876,3.4754098360655736
-118.31,33.98,44.0,222.0,54.0,234.0,77.0,5.1136,111700.0,<1H OCEAN,0.9487179487179487,0.23076923076923078,3.038961038961039
-118.31,33.99,49.0,857.0,196.0,694.0,228.0,2.895,108000.0,<1H OCEAN,1.2348703170028819,0.2824207492795389,3.043859649122807
-118.31,33.98,52.0,1837.0,426.0,1062.0,343.0,2.0,96500.0,<1H OCEAN,1.7297551789077212,0.4011299435028249,3.0962099125364433
-118.31,33.98,52.0,1607.0,331.0,900.0,295.0,3.5982,96600.0,<1H OCEAN,1.7855555555555556,0.36777777777777776,3.0508474576271185
-118.31,33.98,50.0,1985.0,454.0,1090.0,410.0,1.825,106600.0,<1H OCEAN,1.8211009174311927,0.41651376146788993,2.658536585365854
-118.31,33.98,52.0,1975.0,379.0,1043.0,371.0,2.3977,112200.0,<1H OCEAN,1.8935762224352828,0.36337488015340363,2.811320754716981
-118.32,33.98,49.0,1993.0,446.0,1052.0,394.0,2.2138,119800.0,<1H OCEAN,1.894486692015209,0.42395437262357416,2.6700507614213196
-118.29,33.98,44.0,2261.0,555.0,1348.0,455.0,1.9125,97200.0,<1H OCEAN,1.677299703264095,0.41172106824925814,2.9626373626373628
-118.29,33.98,48.0,1124.0,231.0,783.0,223.0,3.4444,93100.0,<1H OCEAN,1.4355044699872286,0.2950191570881226,3.5112107623318387
-118.3,33.98,52.0,1371.0,315.0,986.0,277.0,2.9432,94000.0,<1H OCEAN,1.3904665314401623,0.31947261663286003,3.55956678700361
-118.3,33.98,48.0,2010.0,445.0,1208.0,404.0,1.6611,95800.0,<1H OCEAN,1.663907284768212,0.36837748344370863,2.99009900990099
-118.3,33.98,48.0,1998.0,410.0,1176.0,382.0,3.0455,102400.0,<1H OCEAN,1.6989795918367347,0.3486394557823129,3.0785340314136125
-118.3,33.98,44.0,1242.0,270.0,811.0,274.0,2.9375,95200.0,<1H OCEAN,1.531442663378545,0.33292231812577067,2.95985401459854
-118.29,33.98,42.0,2833.0,768.0,2542.0,725.0,1.3479,100000.0,<1H OCEAN,1.1144767899291896,0.3021243115656963,3.506206896551724
-118.29,33.98,46.0,1118.0,300.0,786.0,254.0,1.4042,110000.0,<1H OCEAN,1.4223918575063612,0.3816793893129771,3.094488188976378
-118.28,33.98,39.0,1306.0,345.0,1332.0,331.0,1.9564,92200.0,<1H OCEAN,0.9804804804804805,0.25900900900900903,4.02416918429003
-118.28,33.98,47.0,865.0,193.0,782.0,217.0,2.2411,93000.0,<1H OCEAN,1.10613810741688,0.24680306905370844,3.6036866359447006
-118.28,33.98,45.0,1720.0,416.0,1382.0,365.0,0.9337,92300.0,<1H OCEAN,1.244573082489146,0.30101302460202606,3.786301369863014
-118.28,33.98,19.0,883.0,313.0,726.0,277.0,0.9809,121400.0,<1H OCEAN,1.2162534435261707,0.43112947658402206,2.6209386281588447
-118.29,33.98,30.0,1162.0,318.0,1207.0,289.0,1.223,100000.0,<1H OCEAN,0.9627174813587407,0.2634631317315659,4.176470588235294
-118.28,33.97,31.0,1068.0,271.0,1091.0,281.0,1.689,102600.0,<1H OCEAN,0.9789184234647113,0.24839596700274977,3.882562277580071
-118.28,33.97,31.0,2017.0,566.0,2063.0,521.0,1.9219,107000.0,<1H OCEAN,0.9777023751817742,0.27435773145904024,3.9596928982725528
-118.28,33.97,35.0,2305.0,634.0,1978.0,568.0,1.375,100000.0,<1H OCEAN,1.1653185035389282,0.320525783619818,3.482394366197183
-118.29,33.97,43.0,2660.0,672.0,2133.0,588.0,1.7734,107300.0,<1H OCEAN,1.2470698546647914,0.3150492264416315,3.627551020408163
-118.3,33.97,46.0,1425.0,317.0,1140.0,304.0,3.375,98500.0,<1H OCEAN,1.25,0.27807017543859647,3.75
-118.3,33.97,44.0,1521.0,289.0,1074.0,285.0,2.0673,99800.0,<1H OCEAN,1.4162011173184357,0.26908752327746743,3.768421052631579
-118.3,33.97,42.0,944.0,200.0,567.0,190.0,2.6311,124100.0,<1H OCEAN,1.6649029982363315,0.3527336860670194,2.9842105263157896
-118.3,33.97,50.0,2270.0,451.0,1000.0,412.0,2.1221,119400.0,<1H OCEAN,2.27,0.451,2.4271844660194173
-118.31,33.97,52.0,1595.0,325.0,823.0,302.0,3.2188,124200.0,<1H OCEAN,1.9380315917375455,0.39489671931956255,2.725165562913907
-118.31,33.97,47.0,2066.0,422.0,1156.0,380.0,2.7917,125800.0,<1H OCEAN,1.78719723183391,0.36505190311418684,3.042105263157895
-118.31,33.97,52.0,1629.0,277.0,819.0,288.0,3.725,142600.0,<1H OCEAN,1.989010989010989,0.33821733821733824,2.84375
-118.31,33.97,48.0,1541.0,314.0,819.0,312.0,3.0917,136100.0,<1H OCEAN,1.8815628815628815,0.3833943833943834,2.625
-118.31,33.94,41.0,1353.0,286.0,751.0,250.0,2.7401,131700.0,<1H OCEAN,1.8015978695073236,0.3808255659121172,3.004
-118.3,33.95,50.0,1843.0,326.0,892.0,314.0,3.1346,120000.0,<1H OCEAN,2.0661434977578477,0.3654708520179372,2.840764331210191
-118.31,33.95,43.0,1823.0,358.0,1065.0,342.0,3.2708,131000.0,<1H OCEAN,1.711737089201878,0.336150234741784,3.1140350877192984
