gender,ethnicity,score,fcollege,mcollege,home,urban,unemp,wage,distance,tuition,education,income,region
female,other,45.97000122,no,no,yes,no,13.39999962,9.960000038,7.5,1.404160023,12,high,other
female,other,59.00999832,no,no,yes,no,13.39999962,9.960000038,7.5,1.404160023,13,low,other
female,other,41.02000046,no,no,yes,no,13.39999962,9.960000038,7.5,1.404160023,12,low,other
male,other,58.77000046,no,no,yes,no,8.899999619,9.960000038,4,1.404160023,15,low,other
female,other,48.54999924,no,no,yes,no,8.899999619,9.960000038,4,1.404160023,12,high,other
female,other,40.00999832,no,no,yes,no,8.899999619,9.960000038,4,1.404160023,12,low,other
female,other,59.15000153,no,no,yes,no,8.899999619,9.960000038,4,1.404160023,12,low,other
male,other,41.54000092,no,no,yes,no,8.899999619,9.960000038,4,1.404160023,12,low,other
male,other,54.36999893,no,no,yes,no,8.899999619,9.960000038,3.799999952,1.404160023,16,low,other
female,other,60.90000153,no,no,yes,no,8.899999619,9.960000038,3.799999952,1.404160023,12,low,other
female,other,35.72999954,no,no,yes,no,8.899999619,9.960000038,3.799999952,1.404160023,12,low,other
male,other,43.45000076,yes,yes,yes,no,8.899999619,9.960000038,3.799999952,1.404160023,15,high,other
male,other,65.41000366,yes,yes,yes,no,8.899999619,9.960000038,3.799999952,1.404160023,16,low,other
male,other,51.56000137,no,no,yes,no,8.899999619,9.960000038,3.799999952,1.404160023,15,high,other
male,other,56.24000168,no,no,yes,no,8.899999619,9.960000038,3.799999952,1.404160023,15,low,other
female,other,60.61999893,no,yes,yes,no,5.900000095,9.960000038,1,1.404160023,13,high,other
female,afam,57.90000153,no,no,yes,no,5.900000095,9.960000038,1,1.404160023,12,high,other
male,afam,50.52999878,no,no,yes,no,5.900000095,9.960000038,1,1.404160023,13,high,other
female,other,54.63999939,no,no,yes,no,5.900000095,9.960000038,1,1.404160023,16,low,other
female,afam,52.79999924,no,no,yes,no,5.900000095,9.960000038,1,1.404160023,14,high,other
female,afam,44.74000168,yes,yes,yes,no,5.900000095,9.960000038,1,1.404160023,17,high,other
female,other,60,no,no,yes,no,5.900000095,9.960000038,1,1.404160023,17,low,other
female,other,36.79000092,no,no,yes,no,7.099999905,9.960000038,1.5,1.404160023,12,low,other
male,other,41.59000015,no,no,yes,no,7.099999905,9.960000038,1.5,1.404160023,12,low,other
male,other,46.52999878,no,no,yes,no,7.099999905,9.960000038,1.5,1.404160023,12,low,other
male,other,44.15000153,no,no,yes,no,7.099999905,9.960000038,1.5,1.404160023,12,low,other
female,other,38.79000092,no,no,yes,no,7.099999905,9.960000038,1.5,1.404160023,12,high,other
female,other,58.95000076,no,no,yes,no,7.099999905,9.960000038,1.5,1.404160023,12,low,other
female,other,64.33000183,no,no,yes,no,7.099999905,9.960000038,1.5,1.404160023,15,low,other
female,other,65.33999634,no,no,yes,no,11.89999962,9.960000038,2.5,1.404160023,15,low,other
male,other,48.95999908,yes,yes,yes,no,11.89999962,9.960000038,2.5,1.404160023,13,high,other
female,other,59.63000107,no,no,yes,no,11.89999962,9.960000038,2.5,1.404160023,12,low,other
female,other,40.49000168,no,no,yes,no,11.89999962,9.960000038,2.5,1.404160023,12,low,other
female,other,57.97999954,no,no,yes,no,11.89999962,9.960000038,2.5,1.404160023,12,high,other
female,other,44.11000061,no,no,yes,no,11.89999962,9.960000038,2.5,1.404160023,12,low,other
female,other,47.43999863,no,no,no,no,11.89999962,9.960000038,2.5,1.404160023,12,low,other
male,afam,54.93999863,no,no,yes,no,11.89999962,9.960000038,2.5,1.404160023,12,low,other
male,afam,45.34000015,no,no,yes,yes,7.699999809,9.960000038,0.100000001,1.404160023,12,low,other
female,afam,36.18999863,no,no,no,yes,7.699999809,9.960000038,0.100000001,1.404160023,12,low,other
male,afam,55.84999847,no,no,no,yes,7.699999809,9.960000038,0.100000001,1.404160023,13,low,other
female,afam,43.15999985,no,no,yes,yes,7.699999809,9.960000038,0.100000001,1.404160023,12,low,other
female,afam,34.20000076,no,yes,yes,yes,7.699999809,9.960000038,0.100000001,1.404160023,12,low,other
female,other,39.15000153,yes,yes,no,no,6.599999905,9.960000038,1,1.404160023,12,low,other
female,other,47.43999863,no,no,yes,no,6.599999905,9.960000038,1,1.404160023,15,high,other
female,other,56.52000046,yes,yes,yes,no,6.599999905,9.960000038,1,1.404160023,15,high,other
male,afam,45.93999863,no,no,yes,yes,7.699999809,9.960000038,0.5,1.404160023,14,low,other
female,other,55.47999954,no,no,yes,yes,7.699999809,9.960000038,0.5,1.404160023,17,low,other
female,afam,41.68000031,yes,no,yes,yes,7.699999809,9.960000038,0.5,1.404160023,17,high,other
male,afam,49.50999832,no,no,yes,yes,7.699999809,9.960000038,0.5,1.404160023,12,low,other
female,other,57.56999969,no,no,yes,yes,7.699999809,9.960000038,0.5,1.404160023,12,low,other
female,hispanic,59.54999924,no,no,yes,yes,7.699999809,9.960000038,0.5,1.404160023,17,low,other
female,afam,49.47000122,no,no,yes,yes,7.699999809,9.960000038,0.5,1.404160023,12,high,other
male,other,60.24000168,no,no,yes,yes,7.699999809,9.960000038,0.5,1.404160023,16,low,other
male,other,62.63000107,no,no,yes,yes,6.599999905,9.960000038,0.300000012,1.404160023,15,low,other
female,other,51.63000107,yes,no,yes,yes,6.599999905,9.960000038,0.300000012,1.404160023,15,low,other
female,afam,36.02000046,no,no,no,yes,6.599999905,9.960000038,0.300000012,1.404160023,13,low,other
male,other,67.51999664,no,no,yes,no,11.30000019,9.960000038,5,1.404160023,15,low,other
male,other,54.11999893,no,no,yes,no,11.30000019,9.960000038,5,1.404160023,12,low,other
male,other,55.52999878,no,no,yes,no,11.30000019,9.960000038,5,1.404160023,16,low,other
female,other,54.91999817,no,yes,yes,no,11.30000019,9.960000038,5,1.404160023,15,high,other
female,other,48.54000092,no,no,yes,no,11.30000019,9.960000038,5,1.404160023,12,low,other
female,other,58.34000015,no,no,yes,no,11.30000019,9.960000038,5,1.404160023,17,low,other
female,other,49.88999939,no,no,yes,no,11.30000019,9.960000038,5,1.404160023,12,low,other
female,other,48.83000183,no,no,yes,no,11.30000019,9.960000038,5,1.404160023,12,low,other
male,other,42.65000153,no,no,no,no,8.100000381,9.960000038,0.100000001,1.404160023,12,low,other
female,other,60.49000168,no,no,no,no,8.100000381,9.960000038,0.100000001,1.404160023,14,low,other
male,other,46.65999985,no,no,yes,no,8.100000381,9.960000038,0.100000001,1.404160023,12,low,other
male,other,55.47000122,no,no,yes,no,8.100000381,9.960000038,0.100000001,1.404160023,13,high,other
male,hispanic,38.43000031,yes,yes,yes,no,8.100000381,9.960000038,0.100000001,1.404160023,12,high,other
female,other,62.86999893,no,no,yes,no,8.100000381,9.960000038,0.100000001,1.404160023,15,low,other
female,other,40.77000046,no,no,yes,no,8.100000381,9.960000038,0.100000001,1.404160023,12,low,other
female,other,64.66999817,no,no,yes,no,8.100000381,9.960000038,0.100000001,1.404160023,15,low,other
female,other,51.56000137,no,no,no,no,3.400000095,7.539999962,7,0.818710029,17,high,other
female,other,61.75999832,yes,no,yes,no,3.400000095,7.539999962,7,0.818710029,16,high,other
male,afam,47.38999939,no,yes,yes,no,3.400000095,7.539999962,7,0.818710029,15,low,other
female,other,49.59000015,no,no,yes,no,3.400000095,7.539999962,7,0.818710029,12,high,other
male,afam,43.79999924,no,no,yes,no,5.5,7.539999962,0.100000001,0.818710029,12,low,other
female,afam,41.81000137,no,no,yes,no,5.5,7.539999962,0.100000001,0.818710029,15,low,other
male,other,55.90000153,no,no,no,no,5.5,7.539999962,0.100000001,0.818710029,13,low,other
female,afam,43,no,no,no,no,5.5,7.539999962,0.100000001,0.818710029,12,low,other
female,other,45.84999847,no,no,yes,no,5.599999905,7.539999962,0.600000024,0.818710029,12,low,other
male,other,47.09000015,no,no,yes,no,5.599999905,7.539999962,0.600000024,0.818710029,13,high,other
male,other,50.68000031,no,no,yes,no,5.599999905,7.539999962,0.600000024,0.818710029,12,low,other
female,other,61.22999954,no,no,yes,no,5.599999905,7.539999962,0.600000024,0.818710029,12,low,other
female,other,43.86999893,no,no,yes,no,5.599999905,7.539999962,0.600000024,0.818710029,12,high,other
male,hispanic,54.40000153,no,no,yes,yes,5,7.539999962,0.200000003,0.818710029,12,low,other
female,other,43.22999954,no,no,yes,yes,5,7.539999962,0.200000003,0.818710029,12,low,other
female,other,36.15999985,no,no,yes,yes,5,7.539999962,0.200000003,0.818710029,12,low,other
male,other,59.63999939,no,no,yes,no,5.5,7.349999905,1.799999952,0.751729965,13,low,other
female,other,37.97999954,no,no,yes,no,5.5,7.349999905,1.799999952,0.751729965,12,low,other
male,other,34.63999939,no,no,yes,no,5.5,7.349999905,1.799999952,0.751729965,12,low,other
female,other,62.22999954,no,no,yes,no,5.5,7.349999905,1.799999952,0.751729965,12,low,other
male,other,52.59000015,no,no,no,no,5.5,7.349999905,1.799999952,0.751729965,12,low,other
male,afam,34.52999878,no,no,yes,no,5.5,7.349999905,1.799999952,0.751729965,12,low,other
male,other,42.43000031,yes,no,no,no,4.199999809,9.680000305,0.100000001,1.093530059,15,high,other
female,afam,61.77000046,no,no,no,no,4.199999809,9.680000305,0.100000001,1.093530059,12,low,other
female,other,48.45999908,no,no,yes,no,4.199999809,9.680000305,0.100000001,1.093530059,14,low,other
female,other,61.06000137,yes,yes,yes,no,4.199999809,9.680000305,0.100000001,1.093530059,14,low,other
male,afam,43.15999985,no,no,no,no,4.199999809,9.680000305,0.100000001,1.093530059,13,low,other
male,other,47.33000183,no,no,yes,no,4.199999809,9.680000305,0.100000001,1.093530059,12,low,other
female,hispanic,47.54999924,yes,no,yes,no,4.199999809,9.680000305,0.100000001,1.093530059,14,low,other
male,other,55.93000031,no,no,no,no,4.199999809,9.680000305,0.100000001,1.093530059,12,low,other
female,afam,39.31999969,no,no,yes,no,4.199999809,9.680000305,0.100000001,1.093530059,14,high,other
male,other,59.47999954,yes,yes,yes,no,5.300000191,7.539999962,0.5,0.818710029,12,high,other
male,other,43.54000092,no,no,yes,no,5.300000191,7.539999962,0.5,0.818710029,15,low,other
female,other,54.33000183,yes,yes,yes,no,5.300000191,7.539999962,0.5,0.818710029,14,low,other
female,other,51.25,no,no,yes,no,5.300000191,7.539999962,0.5,0.818710029,14,low,other
male,other,37.90999985,no,no,yes,yes,5,7.539999962,0.400000006,0.818710029,12,low,other
male,other,46.77000046,no,yes,yes,yes,5,7.539999962,0.400000006,0.818710029,12,low,other
female,afam,38.56999969,no,yes,no,no,4.199999809,9.680000305,0.5,1.093530059,12,high,other
male,other,64.01000214,yes,no,yes,no,4.199999809,9.680000305,0.5,1.093530059,15,high,other
female,hispanic,40.47999954,no,no,no,no,4.199999809,9.680000305,0.5,1.093530059,14,low,other
female,afam,58.18999863,no,no,no,no,4.199999809,9.680000305,0.5,1.093530059,14,low,other
female,other,52.97999954,yes,yes,yes,no,4.199999809,9.680000305,0.5,1.093530059,15,low,other
male,afam,48.81999969,no,no,yes,no,4.199999809,9.680000305,0.5,1.093530059,13,high,other
female,afam,52.56000137,no,no,yes,no,4.199999809,9.680000305,0.5,1.093530059,16,high,other
male,afam,55.11000061,yes,no,yes,no,4.199999809,9.680000305,0.5,1.093530059,15,high,other
female,afam,42.56999969,no,no,yes,no,4.199999809,9.680000305,0.5,1.093530059,12,low,other
female,other,51.49000168,no,no,yes,no,5.300000191,7.539999962,0.5,0.818710029,12,low,other
male,other,54.38000107,yes,no,yes,no,5.300000191,7.539999962,0.5,0.818710029,12,low,other
male,other,43.70000076,no,no,yes,no,5.300000191,7.539999962,0.5,0.818710029,13,low,other
male,other,63.95000076,no,no,no,no,5.300000191,9.680000305,1.200000048,1.093530059,16,low,other
female,other,53.34000015,yes,no,yes,no,5.300000191,9.680000305,1.200000048,1.093530059,15,high,other
male,other,51.36000061,no,no,yes,no,5.300000191,9.680000305,1.200000048,1.093530059,14,low,other
female,other,53.66999817,no,no,no,no,5.300000191,9.680000305,1.200000048,1.093530059,12,low,other
male,other,36.25999832,no,yes,yes,no,5.300000191,9.680000305,1.200000048,1.093530059,12,low,other
female,other,46.93999863,no,no,yes,no,5.300000191,9.680000305,1.200000048,1.093530059,15,low,other
male,other,48.61000061,no,no,no,no,5.300000191,9.680000305,1.200000048,1.093530059,12,low,other
male,afam,56.38999939,no,no,yes,no,5.300000191,9.680000305,1.200000048,1.093530059,14,low,other
female,other,49.81000137,no,no,yes,no,5.300000191,9.680000305,1.200000048,1.093530059,12,low,other
male,other,62.38999939,yes,yes,yes,no,3,9.680000305,1.5,1.093530059,16,high,other
male,other,60.40000153,no,no,yes,no,3,9.680000305,1.5,1.093530059,13,low,other
male,other,61.72000122,yes,no,yes,no,3,9.680000305,1.5,1.093530059,13,high,other
female,other,53.72000122,yes,no,yes,no,3,9.680000305,1.5,1.093530059,15,high,other
male,hispanic,49.38000107,no,no,yes,no,3,9.680000305,1.5,1.093530059,12,high,other
female,afam,57.09999847,yes,yes,yes,no,3,9.680000305,1.5,1.093530059,16,high,other
female,other,50.06000137,yes,no,yes,no,3,9.680000305,1.5,1.093530059,14,high,other
female,other,59.75999832,yes,no,yes,no,3,9.680000305,1.5,1.093530059,16,low,other
male,other,53.15999985,yes,yes,yes,no,3,9.680000305,1.5,1.093530059,13,low,other
female,other,38.90000153,no,no,yes,no,3,9.680000305,1.5,1.093530059,15,low,other
female,other,52.31999969,no,yes,yes,no,3,9.680000305,1.5,1.093530059,16,high,other
male,other,52.61000061,yes,yes,yes,no,5.599999905,7.539999962,5,0.818710029,14,high,other
female,other,63.75999832,no,no,yes,no,4.599999905,7.349999905,0.699999988,0.751729965,12,high,other
female,other,64.81999969,no,no,yes,no,4.599999905,7.349999905,0.699999988,0.751729965,17,low,other
male,other,48.75,no,no,yes,no,4.599999905,7.349999905,0.699999988,0.751729965,12,high,other
female,other,57.02000046,no,no,yes,no,4.599999905,7.349999905,0.699999988,0.751729965,16,high,other
female,other,53.02000046,no,no,yes,no,2.5,7.179999828,2,1.165130019,12,low,other
female,other,55.93999863,yes,yes,yes,no,2.5,7.179999828,2,1.165130019,13,high,other
female,other,58.59000015,yes,yes,yes,no,2.5,7.179999828,2,1.165130019,16,high,other
male,other,66.37000275,yes,yes,yes,no,2.5,7.179999828,2,1.165130019,14,high,other
female,other,52.81000137,no,no,yes,no,2.5,7.179999828,2,1.165130019,14,low,other
female,other,46.84999847,no,no,yes,no,4,7.539999962,2,0.818710029,13,low,other
female,other,59.81000137,yes,no,no,no,4,7.539999962,2,0.818710029,16,high,other
male,other,45.25,yes,no,yes,no,4,7.539999962,2,0.818710029,17,low,other
female,hispanic,32.09999847,no,no,no,no,4,7.539999962,2,0.818710029,12,low,other
male,other,52.52999878,no,no,yes,no,4,7.539999962,2,0.818710029,12,low,other
female,hispanic,56.81999969,no,no,yes,no,4,7.539999962,2,0.818710029,15,low,other
male,afam,58.22000122,no,no,yes,no,4,7.539999962,2,0.818710029,13,low,other
male,other,55.77999878,no,no,no,no,5.099999905,7.349999905,0.300000012,0.751729965,12,low,other
female,other,47.34999847,no,yes,yes,no,4,7.539999962,0.100000001,0.818710029,17,high,other
female,other,59.99000168,no,no,yes,no,4,7.539999962,0.100000001,0.818710029,16,low,other
female,afam,55.84999847,no,no,yes,no,4,7.539999962,0.100000001,0.818710029,17,low,other
male,other,62.43000031,no,no,yes,no,4,7.539999962,0.100000001,0.818710029,12,low,other
female,hispanic,58.72999954,no,no,yes,no,2.5,7.179999828,1.5,1.165130019,15,high,other
male,other,62.72000122,yes,yes,yes,no,2.5,7.179999828,1.5,1.165130019,12,high,other
female,other,55.81000137,no,no,yes,no,2.5,7.179999828,1.5,1.165130019,12,low,other
female,hispanic,54.06999969,yes,yes,no,no,2.5,7.179999828,1.5,1.165130019,16,high,other
female,afam,40.25,no,no,no,no,4.199999809,9.680000305,1,1.093530059,12,low,other
female,other,59.02000046,no,no,no,no,4.199999809,9.680000305,1,1.093530059,15,high,other
male,other,41.74000168,no,no,yes,no,4.199999809,9.680000305,1,1.093530059,12,low,other
male,other,45.86000061,yes,no,yes,no,4.199999809,9.680000305,1,1.093530059,13,high,other
male,other,67.75,yes,no,yes,no,4.199999809,9.680000305,1,1.093530059,16,high,other
female,other,49.72999954,no,no,yes,no,4.199999809,9.680000305,1,1.093530059,12,high,other
male,other,44.45999908,yes,no,yes,no,4.199999809,9.680000305,1,1.093530059,12,low,other
female,other,45.20000076,no,no,yes,no,4.199999809,9.680000305,1,1.093530059,12,low,other
female,other,41.52000046,no,no,yes,no,4.199999809,9.680000305,1,1.093530059,12,low,other
female,other,64.75,no,no,yes,no,6.300000191,9.680000305,1.899999976,1.093530059,16,low,other
female,afam,41.95999908,no,no,no,no,6.300000191,9.680000305,1.899999976,1.093530059,12,low,other
female,other,44.24000168,no,no,no,no,6.300000191,9.680000305,1.899999976,1.093530059,13,low,other
male,other,54.02999878,no,no,yes,no,6.300000191,9.680000305,1.899999976,1.093530059,12,low,other
female,other,44.77999878,no,no,yes,no,8.300000191,7.539999962,3.799999952,0.818710029,12,low,other
female,afam,43.22999954,no,no,yes,no,8.300000191,7.539999962,3.799999952,0.818710029,12,low,other
male,other,51.56999969,no,no,yes,no,8.300000191,7.539999962,3.799999952,0.818710029,12,low,other
male,afam,40.81999969,no,no,yes,no,8.300000191,7.539999962,3.799999952,0.818710029,13,low,other
male,afam,33.95000076,no,no,yes,no,6.800000191,7.329999924,2.5,0.655889988,12,low,other
male,afam,37.25,no,no,no,no,6.800000191,7.329999924,2.5,0.655889988,12,low,other
male,other,43.68000031,no,no,yes,no,6.800000191,7.329999924,2.5,0.655889988,12,low,other
male,other,57.36999893,yes,no,yes,no,6.800000191,7.329999924,2.5,0.655889988,13,low,other
male,other,50.15000153,no,no,no,no,6.800000191,7.329999924,2.5,0.655889988,12,low,other
female,other,51.65999985,no,no,yes,no,14.19999981,10.14999962,3,0.434179991,12,low,other
female,other,50.16999817,no,no,yes,no,14.19999981,10.14999962,3,0.434179991,13,low,other
female,other,49.52000046,no,no,no,no,14.19999981,10.14999962,3,0.434179991,14,low,other
female,other,68.95999908,no,no,no,no,14.19999981,10.14999962,3,0.434179991,15,low,other
female,other,61.38000107,no,no,yes,no,14.19999981,10.14999962,3,0.434179991,12,low,other
female,other,56.34000015,no,no,yes,no,14.19999981,10.14999962,3,0.434179991,15,low,other
female,other,38.75,no,no,yes,no,14.19999981,10.14999962,3,0.434179991,12,low,other
female,other,61.31999969,no,no,no,no,14.19999981,10.14999962,3,0.434179991,16,low,other
female,other,50.66999817,no,no,no,no,4.5,7.329999924,2.5,0.655889988,12,high,other
female,other,44.13999939,no,yes,no,no,4.5,7.329999924,2.5,0.655889988,12,low,other
female,other,46.09000015,no,no,yes,no,4.5,7.329999924,2.5,0.655889988,12,low,other
male,other,59.56000137,no,no,yes,no,4.5,7.329999924,2.5,0.655889988,13,low,other
female,other,45.52000046,no,yes,yes,no,4.5,7.329999924,2.5,0.655889988,13,low,other
male,afam,54.02999878,no,no,yes,no,7.199999809,7.329999924,5,0.655889988,16,low,other
female,other,50.31000137,no,no,yes,no,7.199999809,7.329999924,5,0.655889988,13,low,other
male,afam,35.77000046,no,no,no,no,7.199999809,7.329999924,5,0.655889988,13,low,other
male,other,55.11999893,no,no,yes,no,7.199999809,7.329999924,5,0.655889988,12,low,other
male,other,44.56999969,no,no,yes,no,7.199999809,7.329999924,5,0.655889988,12,low,other
male,other,58.04999924,no,no,no,no,7.199999809,7.329999924,5,0.655889988,12,low,other
male,afam,38.81000137,no,no,yes,no,7.199999809,7.329999924,5,0.655889988,12,low,other
male,afam,34.24000168,no,no,yes,no,7.199999809,7.329999924,5,0.655889988,12,low,other
male,afam,38.56000137,no,no,yes,no,7.199999809,7.329999924,5,0.655889988,12,low,other
female,other,42.58000183,no,no,yes,no,7.199999809,7.329999924,5,0.655889988,12,low,other
male,hispanic,40.18000031,no,no,yes,no,7.199999809,7.329999924,5,0.655889988,12,high,other
female,other,64.93000031,no,no,yes,no,7.199999809,7.329999924,5,0.655889988,16,high,other
male,other,47.31999969,no,no,no,no,7.199999809,7.329999924,5,0.655889988,12,low,other
female,other,55.20000076,no,no,yes,no,6.699999809,7.179999828,0.5,1.165130019,12,high,other
female,other,40.90000153,no,no,no,no,6.699999809,7.179999828,0.5,1.165130019,12,low,other
male,other,65.51000214,no,no,yes,no,6.699999809,7.179999828,0.5,1.165130019,15,low,other
female,other,59.86000061,no,no,yes,no,6.699999809,7.179999828,0.5,1.165130019,12,low,other
male,other,38.15999985,no,no,yes,no,6.699999809,7.179999828,0.5,1.165130019,15,high,other
female,other,41.81000137,no,no,yes,no,12.60000038,10.14999962,6.5,0.434179991,14,high,other
female,other,44.70999908,no,no,yes,no,12.60000038,10.14999962,6.5,0.434179991,16,high,other
female,other,45.38000107,no,no,yes,no,12.60000038,10.14999962,6.5,0.434179991,15,low,other
female,other,32.13999939,no,no,yes,no,12.60000038,10.14999962,6.5,0.434179991,12,low,other
male,hispanic,37.88999939,no,no,yes,no,12.60000038,10.14999962,6.5,0.434179991,12,low,other
female,other,59.40000153,no,no,yes,no,7.199999809,7.179999828,3.599999905,1.165130019,15,low,other
female,other,55.38000107,no,no,yes,no,7.199999809,7.179999828,3.599999905,1.165130019,13,low,other
female,other,41.88999939,no,no,no,no,7.199999809,7.179999828,3.599999905,1.165130019,12,low,other
male,other,36.09999847,no,no,yes,no,7.199999809,7.179999828,3.599999905,1.165130019,12,low,other
male,other,67.19000244,yes,yes,yes,no,7.199999809,7.179999828,3.599999905,1.165130019,16,high,other
female,afam,40.34999847,no,no,yes,no,7.199999809,7.179999828,3.599999905,1.165130019,14,low,other
female,other,53.77000046,no,no,yes,no,7.199999809,7.179999828,3.599999905,1.165130019,13,low,other
female,other,62.97000122,no,no,yes,no,7.199999809,7.179999828,3.599999905,1.165130019,12,low,other
male,other,57.25999832,no,yes,yes,no,7.199999809,7.179999828,3.599999905,1.165130019,16,low,other
female,other,47.56999969,no,no,yes,no,7.199999809,7.179999828,3.599999905,1.165130019,12,low,other
female,other,48.11999893,no,no,yes,no,15.69999981,10.14999962,4,0.434179991,13,low,other
male,other,57.40000153,no,no,yes,no,15.69999981,10.14999962,4,0.434179991,18,low,other
male,other,55.66999817,no,no,yes,no,15.69999981,10.14999962,4,0.434179991,15,low,other
female,other,53.75999832,no,no,yes,no,15.69999981,10.14999962,4,0.434179991,14,low,other
female,other,46.56999969,no,no,yes,no,15.69999981,10.14999962,4,0.434179991,12,low,other
male,other,58.43000031,no,no,yes,no,15.69999981,10.14999962,4,0.434179991,16,low,other
female,hispanic,45.04000092,no,no,no,no,15.69999981,10.14999962,4,0.434179991,12,low,other
female,other,54.75,no,no,no,no,15.69999981,10.14999962,4,0.434179991,16,high,other
male,hispanic,47.90000153,no,no,yes,no,12.60000038,10.14999962,3,0.434179991,12,low,other
male,other,45.56000137,no,no,yes,no,12.60000038,10.14999962,3,0.434179991,12,low,other
female,other,51.90000153,no,no,yes,no,12.60000038,10.14999962,3,0.434179991,12,low,other
female,other,36.25,no,no,yes,no,12.60000038,10.14999962,3,0.434179991,12,low,other
female,other,47.52000046,no,no,yes,no,12.60000038,10.14999962,3,0.434179991,13,low,other
female,other,43.81000137,no,no,yes,no,12.60000038,10.14999962,3,0.434179991,14,low,other
male,other,40.13000107,no,no,yes,no,12.60000038,10.14999962,3,0.434179991,12,low,other
female,other,36.54999924,no,no,yes,no,12.60000038,10.14999962,3,0.434179991,12,low,other
female,other,51.81999969,no,no,no,no,6.5,7.349999905,0.300000012,0.751729965,12,low,other
female,afam,55.75,no,no,no,no,6.5,7.349999905,0.300000012,0.751729965,12,low,other
male,afam,45.5,no,no,no,no,6.5,7.349999905,0.300000012,0.751729965,12,low,other
male,afam,43.66999817,no,no,no,no,6.5,7.349999905,0.300000012,0.751729965,13,low,other
male,other,61.31000137,no,no,no,no,9.199999809,10.14999962,0.200000003,0.434179991,12,low,other
female,afam,38.52999878,yes,no,yes,no,9.199999809,10.14999962,0.200000003,0.434179991,15,high,other
female,afam,55.47999954,no,yes,yes,no,9.199999809,10.14999962,0.200000003,0.434179991,12,low,other
female,other,44.08000183,no,no,yes,no,9.199999809,10.14999962,0.200000003,0.434179991,14,low,other
male,afam,46.99000168,yes,no,yes,no,9.199999809,10.14999962,0.200000003,0.434179991,13,low,other
female,other,55.36999893,yes,yes,yes,no,9.199999809,10.14999962,0.200000003,0.434179991,16,high,other
female,other,58.43000031,yes,yes,yes,no,9.199999809,10.14999962,0.200000003,0.434179991,16,low,other
female,afam,49.68999863,no,no,yes,no,9.199999809,10.14999962,0.200000003,0.434179991,12,low,other
female,afam,47.90000153,no,no,no,no,9.199999809,10.14999962,0.200000003,0.434179991,14,low,other
male,afam,35.68000031,no,no,yes,no,9.199999809,10.14999962,0.200000003,0.434179991,12,low,other
male,other,63.75999832,yes,no,yes,no,10.80000019,9.680000305,1,1.093530059,15,low,other
female,other,49.75,no,no,no,no,10.80000019,9.680000305,1,1.093530059,13,low,other
female,other,66.19000244,no,no,yes,no,10.80000019,9.680000305,1,1.093530059,12,low,other
female,other,45.59000015,no,no,yes,no,10.80000019,9.680000305,1,1.093530059,12,low,other
male,other,41.77000046,no,no,yes,no,10.80000019,9.680000305,1,1.093530059,12,high,other
female,afam,46.16999817,yes,no,yes,no,7.300000191,9.680000305,1,1.093530059,12,low,other
male,afam,38.97999954,no,no,yes,no,7.300000191,9.680000305,1,1.093530059,12,low,other
female,afam,40.63000107,no,no,yes,no,7.300000191,9.680000305,1,1.093530059,12,low,other
male,afam,54.68999863,no,no,yes,no,7.300000191,9.680000305,1,1.093530059,12,low,other
male,other,56.13999939,no,no,no,no,7.300000191,9.680000305,1,1.093530059,16,low,other
female,other,50.08000183,no,no,yes,no,7.300000191,9.680000305,1,1.093530059,12,low,other
female,afam,51.31000137,no,no,no,no,6.300000191,7.329999924,2,0.655889988,12,low,other
female,afam,39.33000183,no,no,yes,no,6.300000191,7.329999924,2,0.655889988,12,low,other
male,other,56.5,no,no,yes,no,6.300000191,7.329999924,2,0.655889988,16,low,other
female,afam,41.16999817,no,no,no,no,6.300000191,7.329999924,2,0.655889988,14,low,other
male,afam,47.36999893,no,no,yes,no,6.300000191,7.329999924,2,0.655889988,12,low,other
female,other,58.47999954,no,no,yes,no,6.300000191,7.329999924,2,0.655889988,15,low,other
female,afam,52.63999939,no,no,yes,no,6.300000191,7.329999924,2,0.655889988,16,low,other
female,afam,33.88000107,no,no,no,no,6.300000191,7.329999924,2,0.655889988,13,low,other
male,afam,51.63000107,no,no,yes,no,8.699999809,7.539999962,7,0.818710029,12,low,other
male,other,39.77999878,no,no,yes,no,8.699999809,7.539999962,7,0.818710029,13,high,other
male,other,43.27999878,yes,yes,yes,no,8.699999809,7.539999962,7,0.818710029,16,low,other
female,afam,36.84999847,no,no,yes,no,7.199999809,7.329999924,3,0.655889988,12,low,other
female,afam,48.11999893,no,no,yes,no,7.199999809,7.329999924,3,0.655889988,17,low,other
female,other,45.45999908,no,no,yes,no,7.199999809,7.329999924,3,0.655889988,16,low,other
female,afam,38.65000153,no,no,no,no,7.199999809,7.329999924,3,0.655889988,13,low,other
male,hispanic,49.75,no,no,yes,no,7.199999809,7.329999924,3,0.655889988,15,high,other
male,other,56.38999939,no,yes,yes,no,7.199999809,7.329999924,3,0.655889988,16,low,other
male,afam,41.47000122,no,no,yes,no,7.199999809,7.329999924,3,0.655889988,12,low,other
male,other,56.56000137,yes,yes,yes,no,7.199999809,7.329999924,3,0.655889988,16,high,other
male,afam,45.15999985,no,no,yes,no,7.199999809,7.329999924,3,0.655889988,15,low,other
male,afam,35.11000061,no,no,no,no,7.199999809,7.329999924,3,0.655889988,12,low,other
female,afam,40.25999832,no,no,yes,no,7.199999809,7.329999924,3,0.655889988,12,low,other
